Team,Season,No.,Player,Pos,Ht,Wt,Birth Date,Exp,College
Denver Nuggets,2018-19,15,Nikola Jokić,C,6-11,284,"February 19, 1995",3,
Denver Nuggets,2018-19,20,Tyler Lydon,PF,6-10,225,"April 9, 1996",1,Syracuse
Denver Nuggets,2018-19,7,Trey Lyles,PF,6-9,234,"November 5, 1995",3,Kentucky
Denver Nuggets,2018-19,4,Paul Millsap,PF,6-7,257,"February 10, 1985",12,Louisiana Tech
Denver Nuggets,2018-19,11,Monte Morris,PG,6-2,183,"June 27, 1995",1,Iowa State
Denver Nuggets,2018-19,27,Jamal Murray,PG,6-3,215,"February 23, 1997",2,Kentucky
Denver Nuggets,2018-19,24,Mason Plumlee,C,6-11,254,"March 5, 1990",5,Duke
Denver Nuggets,2018-19,0,Isaiah Thomas,SG,5-9,185,"February 7, 1989",7,Washington
Denver Nuggets,2018-19,8,Jarred Vanderbilt,PF,6-9,214,"April 3, 1999",R,Kentucky
Denver Nuggets,2018-19,45,Thomas Welsh,C,7-0,255,"February 3, 1996",R,UCLA
Denver Nuggets,2018-19,34,Nick Young,SG,6-7,210,"June 1, 1985",11,USC
Denver Nuggets,2019-20,5,Will Barton,SF,6-6,181,"January 6, 1991",7,Memphis
Denver Nuggets,2019-20,6,Keita Bates-Diop,SF,6-8,229,"January 23, 1996",1,Ohio State
Denver Nuggets,2019-20,25,Malik Beasley,SG,6-4,187,"November 26, 1996",3,Florida State
Denver Nuggets,2019-20,10,Bol Bol,PF,7-2,220,"November 16, 1999",R,Oregon
Denver Nuggets,2019-20,31,Vlatko Čančar,PF,6-8,236,"April 10, 1997",R,
Denver Nuggets,2019-20,25,Tyler Cook,SF,6-8,255,"September 23, 1997",R,Iowa
Denver Nuggets,2019-20,3,Torrey Craig,SF,6-7,221,"December 19, 1990",2,USC Upstate
Denver Nuggets,2019-20,30,Troy Daniels,SG,6-4,200,"July 15, 1991",6,VCU
Denver Nuggets,2019-20,35,PJ Dozier,SG,6-6,205,"October 25, 1996",2,South Carolina
Denver Nuggets,2019-20,9,Jerami Grant,PF,6-8,210,"March 12, 1994",5,Syracuse
Denver Nuggets,2019-20,14,Gary Harris,SG,6-4,210,"September 14, 1994",5,Michigan State
Denver Nuggets,2019-20,41,Juancho Hernangómez,PF,6-9,214,"September 28, 1995",3,
Denver Nuggets,2019-20,15,Nikola Jokić,C,6-11,284,"February 19, 1995",4,
Denver Nuggets,2019-20,52,Jordan McRae,SG,6-5,179,"March 28, 1991",3,Tennessee
Denver Nuggets,2019-20,4,Paul Millsap,PF,6-7,257,"February 10, 1985",13,Louisiana Tech
Denver Nuggets,2019-20,11,Monte Morris,PG,6-2,183,"June 27, 1995",2,Iowa State
Denver Nuggets,2019-20,27,Jamal Murray,PG,6-3,215,"February 23, 1997",3,Kentucky
Denver Nuggets,2019-20,"7, 24",Mason Plumlee,C,6-11,254,"March 5, 1990",6,Duke
Denver Nuggets,2019-20,1,Michael Porter Jr.,SF,6-10,218,"June 29, 1998",R,Missouri
Denver Nuggets,2019-20,6,Jarred Vanderbilt,PF,6-9,214,"April 3, 1999",1,Kentucky
Denver Nuggets,2019-20,32,Noah Vonleh,C,6-10,257,"August 24, 1995",5,Indiana
Denver Nuggets,2020-21,5,Will Barton,SF,6-6,181,"January 6, 1991",8,Memphis
Denver Nuggets,2020-21,10,Bol Bol,PF,7-2,220,"November 16, 1999",1,Oregon
Denver Nuggets,2020-21,7,Facundo Campazzo,PG,5-10,195,"March 23, 1991",R,
Denver Nuggets,2020-21,31,Vlatko Čančar,PF,6-8,236,"April 10, 1997",1,
Denver Nuggets,2020-21,6,Gary Clark,SF,6-6,225,"November 16, 1994",2,Cincinnati
Denver Nuggets,2020-21,35,PJ Dozier,SG,6-6,205,"October 25, 1996",3,South Carolina
Denver Nuggets,2020-21,50,Aaron Gordon,PF,6-8,235,"September 16, 1995",6,Arizona
Denver Nuggets,2020-21,0,JaMychal Green,PF,6-8,227,"June 21, 1990",6,Alabama
Denver Nuggets,2020-21,13,R.J. Hampton,PG,6-4,175,"February 7, 2001",R,
Denver Nuggets,2020-21,14,Gary Harris,SG,6-4,210,"September 14, 1994",6,Michigan State
Denver Nuggets,2020-21,3,Shaquille Harrison,SG,6-7,190,"October 6, 1993",3,Tulsa
Denver Nuggets,2020-21,25,Isaiah Hartenstein,C,7-0,250,"May 5, 1998",2,
Denver Nuggets,2020-21,00,Markus Howard,SG,5-10,175,"March 3, 1999",R,Marquette
Denver Nuggets,2020-21,15,Nikola Jokić,C,6-11,284,"February 19, 1995",5,
Denver Nuggets,2020-21,34,JaVale McGee,C,7-0,270,"January 19, 1988",12,Nevada
Denver Nuggets,2020-21,4,Paul Millsap,PF,6-7,257,"February 10, 1985",14,Louisiana Tech
Denver Nuggets,2020-21,11,Monte Morris,PG,6-2,183,"June 27, 1995",3,Iowa State
Denver Nuggets,2020-21,27,Jamal Murray,PG,6-3,215,"February 23, 1997",4,Kentucky
Denver Nuggets,2020-21,22,Zeke Nnaji,PF,6-9,240,"January 9, 2001",R,Arizona
Denver Nuggets,2020-21,1,Michael Porter Jr.,SF,6-10,218,"June 29, 1998",1,Missouri
Denver Nuggets,2020-21,25,Austin Rivers,SG,6-4,200,"August 1, 1992",8,Duke
Denver Nuggets,2020-21,3,Greg Whittington,PF,6-8,210,"February 7, 1993",R,Georgetown
Detroit Pistons,2010-11,12,Will Bynum,PG,6-0,185,"January 4, 1983",3,Arizona
Detroit Pistons,2010-11,5,Austin Daye,SF,6-11,220,"June 5, 1988",1,Gonzaga
Detroit Pistons,2010-11,7,Ben Gordon,SG,6-3,200,"April 4, 1983",6,UConn
Detroit Pistons,2010-11,32,Richard Hamilton,SG,6-6,185,"February 14, 1978",11,UConn
Detroit Pistons,2010-11,54,Jason Maxiell,PF,6-7,260,"February 18, 1983",5,Cincinnati
Detroit Pistons,2010-11,1,Tracy McGrady,SG,6-8,210,"May 24, 1979",13,
Detroit Pistons,2010-11,10,Greg Monroe,C,6-11,265,"June 4, 1990",R,Georgetown
Detroit Pistons,2010-11,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",8,Kentucky
Detroit Pistons,2010-11,3,Rodney Stuckey,PG,6-5,210,"April 21, 1986",3,Eastern Washington
Detroit Pistons,2010-11,35,DaJuan Summers,SF,6-8,230,"January 24, 1988",1,Georgetown
Detroit Pistons,2010-11,31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",5,UConn
Detroit Pistons,2010-11,6,Ben Wallace,C,6-9,240,"September 10, 1974",14,Virginia Union University
Detroit Pistons,2010-11,9,Chris Wilcox,PF,6-10,221,"September 3, 1982",8,Maryland
Detroit Pistons,2011-12,12,Will Bynum,PG,6-0,185,"January 4, 1983",4,Arizona
Detroit Pistons,2011-12,5,Austin Daye,SF,6-11,220,"June 5, 1988",2,Gonzaga
Detroit Pistons,2011-12,8,Ben Gordon,SG,6-3,200,"April 4, 1983",7,UConn
Detroit Pistons,2011-12,33,Jonas Jerebko,PF,6-10,231,"March 2, 1987",1,
Detroit Pistons,2011-12,7,Brandon Knight,PG,6-2,182,"December 2, 1991",R,Kentucky
Detroit Pistons,2011-12,20,Vernon Macklin,C,6-10,227,"September 20, 1986",R,Georgetown
Detroit Pistons,2011-12,54,Jason Maxiell,PF,6-7,260,"February 18, 1983",6,Cincinnati
Detroit Pistons,2011-12,10,Greg Monroe,C,6-11,265,"June 4, 1990",1,Georgetown
Detroit Pistons,2011-12,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",9,Kentucky
Detroit Pistons,2011-12,23,Walker Russell,PG,6-0,170,"October 6, 1982",R,Jacksonville State University
Detroit Pistons,2011-12,3,Rodney Stuckey,SG,6-5,210,"April 21, 1986",4,Eastern Washington
Detroit Pistons,2011-12,31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",6,UConn
Detroit Pistons,2011-12,6,Ben Wallace,C,6-9,240,"September 10, 1974",15,Virginia Union University
Detroit Pistons,2011-12,9,Damien Wilkins,SF,6-6,225,"January 11, 1980",7,NC State
Detroit Pistons,2012-13,12,Will Bynum,PG,6-0,185,"January 4, 1983",5,Arizona
Detroit Pistons,2012-13,8,José Calderón,PG,6-3,200,"September 28, 1981",7,
Detroit Pistons,2012-13,5,Austin Daye,SF,6-11,220,"June 5, 1988",3,Gonzaga
Detroit Pistons,2012-13,1,Andre Drummond,C,6-10,279,"August 10, 1993",R,UConn
Detroit Pistons,2012-13,24,Kim English,SG,6-6,200,"September 24, 1988",R,Missouri
Detroit Pistons,2012-13,33,Jonas Jerebko,PF,6-10,231,"March 2, 1987",2,
Detroit Pistons,2012-13,7,Brandon Knight,PG,6-2,182,"December 2, 1991",1,Kentucky
Detroit Pistons,2012-13,55,Viacheslav Kravtsov,C,7-0,260,"August 25, 1987",R,
Detroit Pistons,2012-13,50,Corey Maggette,SF,6-6,218,"November 12, 1979",13,Duke
Detroit Pistons,2012-13,54,Jason Maxiell,PF,6-7,260,"February 18, 1983",7,Cincinnati
Detroit Pistons,2012-13,32,Khris Middleton,SG,6-7,222,"August 12, 1991",R,Texas A&M
Detroit Pistons,2012-13,10,Greg Monroe,C,6-11,265,"June 4, 1990",2,Georgetown
Detroit Pistons,2012-13,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",10,Kentucky
Detroit Pistons,2012-13,25,Kyle Singler,SF,6-8,228,"May 4, 1988",R,Duke
Detroit Pistons,2012-13,3,Rodney Stuckey,SG,6-5,210,"April 21, 1986",5,Eastern Washington
Detroit Pistons,2012-13,31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",7,UConn
Detroit Pistons,2013-14,1,Chauncey Billups,SG,6-3,202,"September 25, 1976",16,Colorado
Detroit Pistons,2013-14,12,Will Bynum,PG,6-0,185,"January 4, 1983",6,Arizona
Detroit Pistons,2013-14,5,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",R,Georgia
Detroit Pistons,2013-14,13,Gigi Datome,SF,6-8,215,"November 27, 1987",R,
Detroit Pistons,2013-14,0,Andre Drummond,C,6-10,279,"August 10, 1993",1,UConn
Detroit Pistons,2013-14,55,Josh Harrellson,C,6-10,275,"February 12, 1989",2,Kentucky
Detroit Pistons,2013-14,7,Brandon Jennings,PG,6-1,170,"September 23, 1989",4,
Detroit Pistons,2013-14,33,Jonas Jerebko,PF,6-10,231,"March 2, 1987",3,
Detroit Pistons,2013-14,9,Tony Mitchell,PF,6-8,235,"April 7, 1992",R,University of North Texas
Detroit Pistons,2013-14,10,Greg Monroe,PF,6-11,265,"June 4, 1990",3,Georgetown
Detroit Pistons,2013-14,25,Kyle Singler,SF,6-8,228,"May 4, 1988",1,Duke
Detroit Pistons,2013-14,34,Peyton Siva,SG,6-0,185,"October 24, 1990",R,Louisville
Detroit Pistons,2013-14,6,Josh Smith,SF,6-9,225,"December 5, 1985",9,
Detroit Pistons,2013-14,3,Rodney Stuckey,SG,6-5,210,"April 21, 1986",6,Eastern Washington
Detroit Pistons,2013-14,31,Charlie Villanueva,PF,6-11,232,"August 24, 1984",8,UConn
Detroit Pistons,2014-15,50,Joel Anthony,C,6-9,245,"August 9, 1982",7,UNLV
Detroit Pistons,2014-15,14,D.J. Augustin,PG,5-11,183,"November 10, 1987",6,Texas
Detroit Pistons,2014-15,31,Caron Butler,SF,6-7,228,"March 13, 1980",12,UConn
Detroit Pistons,2014-15,5,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",1,Georgia
Detroit Pistons,2014-15,13,Gigi Datome,SF,6-8,215,"November 27, 1987",1,
Detroit Pistons,2014-15,8,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",R,Colorado
Detroit Pistons,2014-15,0,Andre Drummond,C,6-10,279,"August 10, 1993",2,UConn
Detroit Pistons,2014-15,1,Reggie Jackson,PG,6-2,208,"April 16, 1990",3,Boston College
Detroit Pistons,2014-15,7,Brandon Jennings,PG,6-1,170,"September 23, 1989",5,
Detroit Pistons,2014-15,33,Jonas Jerebko,PF,6-10,231,"March 2, 1987",4,
Detroit Pistons,2014-15,9,John Lucas III,PG,5-11,166,"November 21, 1982",6,Baylor
Detroit Pistons,2014-15,35,Cartier Martin,SF,6-7,220,"November 20, 1984",6,Kansas State
Detroit Pistons,2014-15,20,Jodie Meeks,SG,6-4,210,"August 21, 1987",5,Kentucky
Detroit Pistons,2014-15,20,Quincy Miller,PF,6-9,210,"November 18, 1992",2,Baylor
Detroit Pistons,2014-15,10,Greg Monroe,PF,6-11,265,"June 4, 1990",4,Georgetown
Detroit Pistons,2014-15,22,Tayshaun Prince,SF,6-9,212,"February 28, 1980",12,Kentucky
Detroit Pistons,2014-15,25,Kyle Singler,SF,6-8,228,"May 4, 1988",2,Duke
Detroit Pistons,2014-15,6,Josh Smith,PF,6-9,225,"December 5, 1985",10,
Detroit Pistons,2014-15,43,Anthony Tolliver,PF,6-8,240,"June 1, 1985",6,Creighton
Detroit Pistons,2014-15,3,Shawne Williams,SF,6-9,225,"February 16, 1986",6,Memphis
Detroit Pistons,2015-16,50,Joel Anthony,C,6-9,245,"August 9, 1982",8,UNLV
Detroit Pistons,2015-16,12,Aron Baynes,C,6-10,260,"December 9, 1986",3,Washington State
Detroit Pistons,2015-16,22,Steve Blake,PG,6-3,172,"February 26, 1980",12,Maryland
Detroit Pistons,2015-16,25,Reggie Bullock,SF,6-6,205,"March 16, 1991",2,UNC
Detroit Pistons,2015-16,5,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",2,Georgia
Detroit Pistons,2015-16,8,Spencer Dinwiddie,PG,6-5,215,"April 6, 1993",1,Colorado
Detroit Pistons,2015-16,0,Andre Drummond,C,6-10,279,"August 10, 1993",3,UConn
Detroit Pistons,2015-16,32,Justin Harper,PF,6-10,225,"August 30, 1989",1,Richmond
Detroit Pistons,2015-16,34,Tobias Harris,PF,6-8,226,"July 15, 1992",4,Tennessee
Detroit Pistons,2015-16,6,Darrun Hilliard,SG,6-6,205,"April 13, 1993",R,Villanova
Detroit Pistons,2015-16,23,Ersan İlyasova,PF,6-9,235,"May 15, 1987",7,
Detroit Pistons,2015-16,1,Reggie Jackson,PG,6-2,208,"April 16, 1990",4,Boston College
Detroit Pistons,2015-16,7,Brandon Jennings,PG,6-1,170,"September 23, 1989",6,
Detroit Pistons,2015-16,3,Stanley Johnson,SF,6-6,242,"May 29, 1996",R,Arizona
Detroit Pistons,2015-16,20,Jodie Meeks,SG,6-4,210,"August 21, 1987",6,Kentucky
Detroit Pistons,2015-16,13,Marcus Morris,SF,6-8,218,"September 2, 1989",4,Kansas
Detroit Pistons,2015-16,43,Anthony Tolliver,PF,6-8,240,"June 1, 1985",7,Creighton
Detroit Pistons,2016-17,12,Aron Baynes,C,6-10,260,"December 9, 1986",4,Washington State
Detroit Pistons,2016-17,25,Reggie Bullock,SF,6-6,205,"March 16, 1991",3,UNC
Detroit Pistons,2016-17,5,Kentavious Caldwell-Pope,SG,6-5,204,"February 18, 1993",3,Georgia
Detroit Pistons,2016-17,0,Andre Drummond,C,6-10,279,"August 10, 1993",4,UConn
Detroit Pistons,2016-17,8,Henry Ellenson,PF,6-10,240,"January 13, 1997",R,Marquette
Detroit Pistons,2016-17,9,Michael Gbinije,SG,6-7,200,"June 5, 1992",R,Duke
Detroit Pistons,2016-17,34,Tobias Harris,PF,6-8,226,"July 15, 1992",5,Tennessee
Detroit Pistons,2016-17,6,Darrun Hilliard,SG,6-6,205,"April 13, 1993",1,Villanova
Detroit Pistons,2016-17,1,Reggie Jackson,PG,6-2,208,"April 16, 1990",5,Boston College
Detroit Pistons,2016-17,7,Stanley Johnson,SF,6-6,242,"May 29, 1996",1,Arizona
Detroit Pistons,2016-17,30,Jon Leuer,PF,6-10,228,"May 14, 1989",5,Wisconsin
Detroit Pistons,2016-17,51,Boban Marjanović,C,7-3,290,"August 15, 1988",1,
Detroit Pistons,2016-17,13,Marcus Morris,SF,6-8,218,"September 2, 1989",5,Kansas
Detroit Pistons,2016-17,14,Ish Smith,PG,6-0,175,"July 5, 1988",6,Wake Forest
Detroit Pistons,2016-17,19,Beno Udrih,PG,6-3,205,"July 5, 1982",12,
Detroit Pistons,2017-18,22,Avery Bradley,SG,6-3,180,"November 26, 1990",7,Texas
Detroit Pistons,2017-18,25,Reggie Bullock,SF,6-6,205,"March 16, 1991",4,UNC
Detroit Pistons,2017-18,20,Dwight Buycks,PG,6-3,190,"March 6, 1989",2,Marquette
Detroit Pistons,2017-18,0,Andre Drummond,C,6-10,279,"August 10, 1993",5,UConn
Detroit Pistons,2017-18,8,Henry Ellenson,PF,6-10,240,"January 13, 1997",1,Marquette
Detroit Pistons,2017-18,33,James Ennis III,SF,6-6,215,"July 1, 1990",3,Cal State Long Beach
Detroit Pistons,2017-18,22,Kay Felder,PG,5-9,176,"March 29, 1995",1,Oakland
Detroit Pistons,2017-18,9,Langston Galloway,SG,6-1,200,"December 9, 1991",3,Saint Joseph's
Detroit Pistons,2017-18,23,Blake Griffin,PF,6-9,250,"March 16, 1989",7,Oklahoma
Detroit Pistons,2017-18,34,Tobias Harris,PF,6-8,226,"July 15, 1992",6,Tennessee
Detroit Pistons,2017-18,38,Reggie Hearn,SG,6-5,210,"August 14, 1991",R,Northwestern
Detroit Pistons,2017-18,1,Reggie Jackson,PG,6-2,208,"April 16, 1990",6,Boston College
Detroit Pistons,2017-18,7,Stanley Johnson,SF,6-6,242,"May 29, 1996",2,Arizona
Detroit Pistons,2017-18,5,Luke Kennard,SG,6-5,206,"June 24, 1996",R,Duke
Detroit Pistons,2017-18,30,Jon Leuer,PF,6-10,228,"May 14, 1989",6,Wisconsin
Detroit Pistons,2017-18,51,Boban Marjanović,C,7-3,290,"August 15, 1988",2,
Detroit Pistons,2017-18,44,Luis Montero,SG,6-7,185,"April 6, 1993",1,Westchester CC
Detroit Pistons,2017-18,24,Eric Moreland,PF,6-10,238,"December 24, 1991",2,Oregon State
Detroit Pistons,2017-18,41,Jameer Nelson,PG,6-0,190,"February 9, 1982",13,Saint Joseph's
Detroit Pistons,2017-18,33,Willie Reed,C,6-10,220,"May 16, 1990",2,Saint Louis
Detroit Pistons,2017-18,14,Ish Smith,PG,6-0,175,"July 5, 1988",7,Wake Forest
Detroit Pistons,2017-18,43,Anthony Tolliver,PF,6-8,240,"June 1, 1985",9,Creighton
Detroit Pistons,2018-19,6,Bruce Brown,SG,6-4,202,"August 15, 1996",R,Miami (FL)
Detroit Pistons,2018-19,25,Reggie Bullock,SG,6-6,205,"March 16, 1991",5,UNC
Detroit Pistons,2018-19,81,José Calderón,PG,6-3,200,"September 28, 1981",13,
Detroit Pistons,2018-19,0,Andre Drummond,C,6-10,279,"August 10, 1993",6,UConn
Detroit Pistons,2018-19,8,Henry Ellenson,PF,6-10,240,"January 13, 1997",2,Marquette
Detroit Pistons,2018-19,20,Wayne Ellington,SG,6-4,207,"November 29, 1987",9,UNC
Detroit Pistons,2018-19,9,Langston Galloway,SG,6-1,200,"December 9, 1991",4,Saint Joseph's
Detroit Pistons,2018-19,23,Blake Griffin,PF,6-9,250,"March 16, 1989",8,Oklahoma
Detroit Pistons,2018-19,1,Reggie Jackson,PG,6-2,208,"April 16, 1990",7,Boston College
Detroit Pistons,2018-19,7,Stanley Johnson,SF,6-6,242,"May 29, 1996",3,Arizona
Detroit Pistons,2018-19,5,Luke Kennard,SG,6-5,206,"June 24, 1996",1,Duke
Detroit Pistons,2018-19,30,Jon Leuer,PF,6-10,228,"May 14, 1989",7,Wisconsin
Detroit Pistons,2018-19,18,Zach Lofton,SG,6-4,180,"November 18, 1992",R,Illinois State
Detroit Pistons,2018-19,24,Kalin Lucas,PG,6-1,195,"May 24, 1989",1,Michigan State
Detroit Pistons,2018-19,7,Thon Maker,PF,7-0,221,"February 25, 1997",2,
Detroit Pistons,2018-19,19,Svi Mykhailiuk,SF,6-7,205,"June 10, 1997",R,Kansas
Detroit Pistons,2018-19,27,Zaza Pachulia,C,6-11,270,"February 10, 1984",15,
Detroit Pistons,2018-19,22,Glenn Robinson III,SF,6-6,222,"January 8, 1994",4,Michigan
Detroit Pistons,2018-19,14,Ish Smith,PG,6-0,175,"July 5, 1988",8,Wake Forest
Detroit Pistons,2018-19,13,Khyri Thomas,SG,6-3,210,"May 8, 1996",R,Creighton
Detroit Pistons,2019-20,18,Jordan Bone,PG,6-2,180,"November 5, 1997",R,Tennessee
Detroit Pistons,2019-20,6,Bruce Brown,PG,6-4,202,"August 15, 1996",1,Miami (FL)
Detroit Pistons,2019-20,45,Sekou Doumbouya,PF,6-8,230,"December 23, 2000",R,
Detroit Pistons,2019-20,0,Andre Drummond,C,6-10,279,"August 10, 1993",7,UConn
Detroit Pistons,2019-20,12,Tim Frazier,PG,6-0,170,"November 1, 1990",5,Penn State
Detroit Pistons,2019-20,9,Langston Galloway,SG,6-1,200,"December 9, 1991",5,Saint Joseph's
Detroit Pistons,2019-20,23,Blake Griffin,PF,6-9,250,"March 16, 1989",9,Oklahoma
Detroit Pistons,2019-20,42,Donta Hall,PF,6-9,232,"August 7, 1997",R,Alabama
Detroit Pistons,2019-20,31,John Henson,C,6-9,219,"December 28, 1990",7,UNC
Detroit Pistons,2019-20,1,Reggie Jackson,PG,6-2,208,"April 16, 1990",8,Boston College
Detroit Pistons,2019-20,5,Luke Kennard,SG,6-5,206,"June 24, 1996",2,Duke
Detroit Pistons,2019-20,14,Louis King,SF,6-7,205,"April 6, 1999",R,Oregon
Detroit Pistons,2019-20,20,Brandon Knight,PG,6-2,182,"December 2, 1991",7,Kentucky
Detroit Pistons,2019-20,7,Thon Maker,C,7-0,221,"February 25, 1997",3,
Detroit Pistons,2019-20,52,Jordan McRae,SG,6-5,179,"March 28, 1991",3,Tennessee
Detroit Pistons,2019-20,"8, 88",Markieff Morris,PF,6-9,245,"September 2, 1989",8,Kansas
Detroit Pistons,2019-20,19,Svi Mykhailiuk,SF,6-7,205,"June 10, 1997",1,Kansas
Detroit Pistons,2019-20,25,Derrick Rose,PG,6-2,200,"October 4, 1988",10,Memphis
Detroit Pistons,2019-20,17,Tony Snell,SF,6-6,213,"November 10, 1991",6,New Mexico
Detroit Pistons,2019-20,13,Khyri Thomas,SG,6-3,210,"May 8, 1996",1,Creighton
Detroit Pistons,2019-20,12,Derrick Walton,PG,6-0,189,"April 3, 1995",1,Michigan
Detroit Pistons,2019-20,35,Christian Wood,PF,6-10,214,"September 27, 1995",3,UNLV
Detroit Pistons,2020-21,41,Saddiq Bey,SF,6-7,215,"April 9, 1999",R,Villanova
Detroit Pistons,2020-21,25,Tyler Cook,SF,6-8,255,"September 23, 1997",1,Iowa
Detroit Pistons,2020-21,6,Hamidou Diallo,SF,6-5,202,"July 31, 1998",2,Kentucky
Detroit Pistons,2020-21,45,Sekou Doumbouya,PF,6-8,230,"December 23, 2000",1,
Detroit Pistons,2020-21,8,Wayne Ellington,SG,6-4,207,"November 29, 1987",11,UNC
Detroit Pistons,2020-21,9,Jerami Grant,SF,6-8,210,"March 12, 1994",6,Syracuse
Detroit Pistons,2020-21,23,Blake Griffin,PF,6-9,250,"March 16, 1989",10,Oklahoma
Detroit Pistons,2020-21,7,Killian Hayes,PG,6-5,195,"July 27, 2001",R,
Detroit Pistons,2020-21,5,Frank Jackson,PG,6-3,205,"May 4, 1998",2,Duke
Detroit Pistons,2020-21,20,Josh Jackson,SG,6-8,207,"February 10, 1997",3,Kansas
Detroit Pistons,2020-21,18,Cory Joseph,PG,6-3,200,"August 20, 1991",9,Texas
Detroit Pistons,2020-21,38,Saben Lee,PG,6-2,183,"June 23, 1999",R,Vanderbilt
Detroit Pistons,2020-21,17,Rodney McGruder,SG,6-4,205,"July 29, 1991",4,Kansas State
Detroit Pistons,2020-21,19,Svi Mykhailiuk,SF,6-7,205,"June 10, 1997",2,Kansas
Detroit Pistons,2020-21,13,Jahlil Okafor,C,6-10,270,"December 15, 1995",5,Duke
Detroit Pistons,2020-21,24,Mason Plumlee,C,6-11,254,"March 5, 1990",7,Duke
Detroit Pistons,2020-21,25,Derrick Rose,PG,6-2,200,"October 4, 1988",11,Memphis
Detroit Pistons,2020-21,91,Deividas Sirvydis,SG,6-8,190,"June 10, 2000",R,
Detroit Pistons,2020-21,0,Dennis Smith Jr.,PG,6-2,205,"November 25, 1997",3,NC State
Detroit Pistons,2020-21,28,Isaiah Stewart,C,6-8,250,"May 22, 2001",R,Washington
Detroit Pistons,2020-21,55,Delon Wright,SG,6-5,185,"April 26, 1992",5,Utah
Golden State Warriors,2010-11,4,Jeff Adrien,PF,6-7,245,"February 10, 1986",R,UConn
Golden State Warriors,2010-11,19,Lou Amundson,PF,6-9,220,"December 7, 1982",4,UNLV
Golden State Warriors,2010-11,34,Charlie Bell,SG,6-3,200,"March 12, 1979",6,Michigan State
Golden State Warriors,2010-11,15,Andris Biedriņš,C,6-11,240,"April 2, 1986",6,
Golden State Warriors,2010-11,25,Rodney Carney,SF,6-7,205,"April 15, 1984",4,Memphis
Golden State Warriors,2010-11,30,Stephen Curry,PG,6-2,185,"March 14, 1988",1,Davidson
Golden State Warriors,2010-11,8,Monta Ellis,SG,6-3,185,"October 26, 1985",5,
Golden State Warriors,2010-11,50,Dan Gadzuric,C,6-11,240,"February 2, 1978",8,UCLA
Golden State Warriors,2010-11,2,Acie Law,PG,6-3,195,"January 25, 1985",3,Texas A&M
Golden State Warriors,2010-11,10,David Lee,PF,6-9,245,"April 29, 1983",5,Florida
Golden State Warriors,2010-11,7,Jeremy Lin,PG,6-3,200,"August 23, 1988",R,Harvard University
Golden State Warriors,2010-11,77,Vladimir Radmanović,PF,6-10,227,"November 19, 1980",9,
Golden State Warriors,2010-11,23,Al Thornton,PF,6-8,220,"December 7, 1983",3,Florida State
Golden State Warriors,2010-11,20,Ekpe Udoh,C,6-10,245,"May 20, 1987",R,Michigan
Golden State Warriors,2010-11,55,Reggie Williams,SF,6-6,205,"September 14, 1986",1,Virginia Military Institute
Golden State Warriors,2010-11,32,Brandan Wright,PF,6-10,210,"October 5, 1987",2,UNC
Golden State Warriors,2010-11,1,Dorell Wright,SF,6-9,205,"December 2, 1985",6,
Golden State Warriors,2011-12,40,Earl Barron,C,7-0,250,"August 14, 1981",5,Memphis
Golden State Warriors,2011-12,34,Keith Benson,C,6-11,240,"August 13, 1988",R,Oakland
Golden State Warriors,2011-12,15,Andris Biedriņš,C,6-11,240,"April 2, 1986",7,
Golden State Warriors,2011-12,54,Kwame Brown,C,6-11,270,"March 10, 1982",10,
Golden State Warriors,2011-12,30,Stephen Curry,PG,6-2,185,"March 14, 1988",2,Davidson
Golden State Warriors,2011-12,8,Monta Ellis,SG,6-3,185,"October 26, 1985",6,
Golden State Warriors,2011-12,32,Mickell Gladness,PF,6-11,220,"July 26, 1986",R,Alabama A&M University
Golden State Warriors,2011-12,44,Richard Jefferson,SF,6-7,233,"June 21, 1980",10,Arizona
Golden State Warriors,2011-12,22,Charles Jenkins,PG,6-3,220,"February 28, 1989",R,Hofstra
Golden State Warriors,2011-12,10,David Lee,PF,6-9,245,"April 29, 1983",6,Florida
Golden State Warriors,2011-12,5,Dominic McGuire,PF,6-9,220,"October 20, 1985",4,California
Golden State Warriors,2011-12,31,Mikki Moore,C,6-11,225,"November 4, 1975",12,Nebraska
Golden State Warriors,2011-12,2,Nate Robinson,PG,5-9,180,"May 31, 1984",6,Washington
Golden State Warriors,2011-12,4,Brandon Rush,SF,6-6,220,"July 7, 1985",3,Kansas
